"","fn","label"
"3158","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_c7a3d82544e64a7da5ac118b77962bb8.wav","ebijjanjalo"
"3159","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_6b7f19aeb674448ea6cf40cdb2cf9461.wav","ebijjanjalo"
"3160","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_7c7a34850c32440d8a6018a1c9b2d65d.wav","ebijjanjalo"
"3161","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_7ffb35fe8c854c7aa9722aa2c3eef723.wav","ebijjanjalo"
"3162","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_aebc60a977974cf6ab2146fb26fdb25a.wav","ebijjanjalo"
"3163","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_d4c94a3389004a2ab9767ce8ef924dbf.wav","ebijjanjalo"
"3164","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_d920ba316a254daf8b8055200e1f3967.wav","ebijjanjalo"
"3165","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_eaf1b3763125495b9f5f406ed6eff6c2.wav","ebijjanjalo"
"3166","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_8f71f8e37bfc492da4b28b2ff7a183b5.wav","ebikajjo"
"3167","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_efbb9f25d63b418f864b942c58b9203a.wav","ebikajjo"
"3168","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_f7fbd8ebdddd423dbc65c3b1f23911ae.wav","ebikajjo"
"3169","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_14323416209a4814bb656eb9d4e66ac8.wav","ebikajjo"
"3170","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_1bf9120517744965bec96400c01b27bf.wav","ebikajjo"
"3171","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_2b72d3d95c6e43578e7c6037f02787ec.wav","ebikajjo"
"3172","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_4e8d40d5a7754f8f90881574b2ad191c.wav","ebikajjo"
"3173","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_ae9c27a5bcc444c0a671480842ee8922.wav","ebikajjo"
"3174","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_b00614c33898484daf7ac5f34dcc07db.wav","ebikajjo"
"3175","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_0367a839ef944e1590ca52b2065fe5c0.wav","ebikolo"
"3176","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_4ac19cf95157412f9756630735bf74f5.wav","ebikolo"
"3177","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_7b1043a14572445fa77299684155ca47.wav","ebikolo"
"3178","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_7d8090f7bb5741a485b0220ddd4b6214.wav","ebikolo"
"3179","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_7f9a1369b6704a65a0f31b8f3cb7e550.wav","ebikolo"
"3180","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_91cf088725674abd801726290c5d7e95.wav","ebikolo"
"3181","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_be378da9cc204abeb24bc58dcba97294.wav","ebikolo"
"3182","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_f38b3ee69f9b42febb9ef640450c275c.wav","ebikolo"
"3183","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_1fdd687e065c4b92a4cea551656af86f.wav","ebikolo"
"3184","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_4b987925dfb34a42acfeab0eebecc4af.wav","ebikolo"
"3185","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_593d4ff486f948bb86d32e778a97cde9.wav","ebikolo"
"3186","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_7111fe165f444d70b1af936443f16a56.wav","ebikolo"
"3187","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_9c230cfbeda148feae895a888491ceb7.wav","ebikolo"
"3188","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_e0f8466c61fd4d9baef0419963e17365.wav","ebikolo"
"3189","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_13e8238dce764e80947f8a88df9010cc.wav","ebikongoliro"
"3190","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_1d5b18bc1a364df6b56c1ce57141127e.wav","ebikongoliro"
"3191","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_256398fca5fc47d49214d346a52382d5.wav","ebikongoliro"
"3192","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_49386199acdf4c2ab6ade67216e8dc8e.wav","ebikongoliro"
"3193","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_99ed9feef75e49d69a353c0368bf4836.wav","ebikongoliro"
"3194","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_a46d19d91f364e338efe9bfdef418bfe.wav","ebikongoliro"
"3195","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_c65ffad11bd74ab2bc117e7209216ecd.wav","ebikongoliro"
"3196","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_e8663af4966440079cfcc5f8e22d8030.wav","ebikongoliro"
"3197","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_01358a339b614bc8ab74cb9e5bf47ace.wav","ebikoola"
"3198","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_29cdbff317ed4330909dd95eee40d85c.wav","ebikoola"
"3199","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_2de85e7899b844a6b59a4f445ce3df63.wav","ebikoola"
"3200","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_5d15c448bd404b2f8e6b482d436665be.wav","ebikoola"
"3201","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_60d5e6d0d75c4a6c8615c6714d81130d.wav","ebikoola"
"3202","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_667f6e3f861f418a8f0e1c99e97709ab.wav","ebikoola"
"3203","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_9c1429dd62b94c60b1da5335292d6b68.wav","ebikoola"
"3204","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_ad48131a6cf64320bf585eabda65d536.wav","ebikoola"
"3205","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_b5114a4cf7ef454e908e6f618b569f77.wav","ebikoola"
"3206","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_ce1656bcc5744068bddbeb4bc7ebcbef.wav","ebikoola"
"3207","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_d2663b914aa347bf9d61d492ddf0ff25.wav","ebikoola"
"3208","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_2b6d330602fb45f0a7fafec0c18383b6.wav","ebikoola"
"3209","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_619f3102b0154dc682f68e66b26673e7.wav","ebikoola"
"3210","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_8885143708924408b9b2415af84f4054.wav","ebikoola"
"3211","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_8d2052ef77464705aef3f994cc332a05.wav","ebikoola"
"3212","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_d25794c277104c7d8f0ac8c82862ddb9.wav","ebikoola"
"3213","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_d4d8b96f41a94a71b7d7ad4fafbd18e6.wav","ebikoola"
"3214","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_107dc4740ecb480bac4cbece3a2d0f00.wav","ebimera"
"3215","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_11e31b9d1ebb49daacf22f6f7ecfd8e4.wav","ebimera"
"3216","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_1cf4367c869243619be803f0d8fc4d45.wav","ebimera"
"3217","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_393fbaa201514bd5a850e9bb63f9471d.wav","ebimera"
"3218","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_3d12f6d88feb44eca09d068ba4df3db9.wav","ebimera"
"3219","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_50b56e66d18a4ce3956ef29e39b18cf9.wav","ebimera"
"3220","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_5e7bbb88dea94be68a7517fe547bb376.wav","ebimera"
"3221","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_e12cc3822a0e48bbaf97f3ce3c93ed62.wav","ebimera"
"3222","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_f559bb16f3d44a4783d53ebdca08d8c0.wav","ebimera"
"3223","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_142337e54d8c4d10acd83ddea88bc772.wav","ebimera"
"3224","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_40738bf5328c43c0bffd2c1d3faec673.wav","ebimera"
"3225","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_4d1584969992409c8905d48dcabecb30.wav","ebimera"
"3226","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_6276a5492d6645309a615df38f19baa3.wav","ebimera"
"3227","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_8fff00ae33b549a6bb67ff57c882cd19.wav","ebimera"
"3228","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_959d5f983fa6425b9f0a3de1ea23d89e.wav","ebimera"
"3229","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_9dd534e1b54e4c799b2b7d79e9479488.wav","ebimera"
"3230","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_bca2573ca4af42dda6b2daa080c1e43b.wav","ebimera"
"3231","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_c7de76f63df141c59484b4fec4f6f1fe.wav","ebimera"
"3232","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_f2d90481f5cc47b5b9e031b0e332649f.wav","ebimera"
"3233","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_ff3af968c91c4b0ea32b5d76b78e097a.wav","ebimera"
"3234","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_032083ea34da45d69738cfe81605a273.wav","ebinyebwa"
"3235","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_0470c2b29ffd4b8197e698daf46ff31c.wav","ebinyebwa"
"3236","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_3daaedd399184f00a64bfc520f8b68d0.wav","ebinyebwa"
"3237","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_d3e49bef33e24c3cb6161b9af28a38e3.wav","ebinyebwa"
"3238","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_df947593e7524c59b5e00f9e7d476736.wav","ebinyebwa"
"3239","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_f1dcacdfc96a4caea45f6616094fcf3e.wav","ebinyebwa"
"3240","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_0d1661e2fbae4b51ac235654f06fa615.wav","ebinyebwa"
"3241","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_1566f0da98b747e687cf6a8ac3b91c58.wav","ebinyebwa"
"3242","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_44c7c51be24647659f1289f60b54d588.wav","ebinyebwa"
"3243","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_45f42f284a274eceba747438687d1b8a.wav","ebinyebwa"
"3244","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_5ffd41e348fa4798bbabfa23dc035449.wav","ebinyebwa"
"3245","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_6ac0b56a04934f81b1d196e3569bc4c4.wav","ebinyebwa"
"3246","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_8036ee456ee74379a05675929e2d159a.wav","ebinyebwa"
"3247","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_a25eacc5c1544fd380b826966e5f64cc.wav","ebinyebwa"
"3248","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_b7c7031f1b814aaaaf72b2f1aed399a9.wav","ebinyebwa"
"3249","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_f831c5f9f7214882843a27a9ffc43f66.wav","ebinyebwa"
"3250","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_1f09a32971f5458a862a93782b090fae.wav","ebirime"
"3251","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_450b3900987c403d94ddecc50b66b13e.wav","ebirime"
"3252","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_78311b19acc649839cec9536a6811c2f.wav","ebirime"
"3253","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_a18afd2cacf94868b12a19a46fa98a87.wav","ebirime"
"3254","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_b27729ccbe6049daa758354fb65c7776.wav","ebirime"
"3255","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_d0474c87c2204e6d8499c01e51b02692.wav","ebirime"
"3256","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_d8b1daead7fc4caba897d4857ead7718.wav","ebirime"
"3257","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_873b4b976ffb4c5caaa33df2a21fbc96.wav","ebirime"
"3258","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_c45fde65f0c541fd8e7c0b0b78ffe4b0.wav","ebirime"
"3259","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_d081d56c50604f8790e86f864470fa46.wav","ebirime"
"3260","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_e0aedce12be34a9091a31d102769befd.wav","ebirime"
"3261","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_fcdc1700388f4109bc106e1109a2dbdb.wav","ebirime"
"3262","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_6af7f80da50f4a47a315df45c0826e43.wav","ebisooli"
"3263","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_7d2982d60fc14fce9204fe041bf02ff7.wav","ebisooli"
"3264","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_fe4a207f478745e78405714bd25e11fc.wav","ebisooli"
"3265","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_4b376e142e1f41ba9c8bbd29cf86f51e.wav","ebisooli"
"3266","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_669da777ca9f4b1997069069b65c4295.wav","ebisooli"
"3267","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_a5e39b9a086045199d7e5852691fd43f.wav","ebisooli"
"3268","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_ff223fec3f304ddfbd054b7176e13b06.wav","ebisooli"
"3269","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_5cc29f57d7c94506b67bec4b1c762e5e.wav","ebisoolisooli"
"3270","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_82c1130fdfbe47df9a5aac95c767b370.wav","ebisoolisooli"
"3271","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_99e66de5dd7b4324b172791348b05607.wav","ebisoolisooli"
"3272","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_9fe34f48d91c40eab52a448415b76759.wav","ebisoolisooli"
"3273","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_dd78726e192043529ba3f5837deb40c8.wav","ebisoolisooli"
"3274","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_876aaf4142bf484f958ef68c0915105b.wav","ebitooke"
"3275","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_9cf345b2ed214c40b02786695c8990c3.wav","ebitooke"
"3276","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_b79e02ff96d645e280faed1f303427a7.wav","ebitooke"
"3277","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_cf8872729577427d8521fe89ac492e1e.wav","ebitooke"
"3278","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_039f2a2c3d5f4b96820c3addacb19277.wav","ebitooke"
"3279","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_0ad147de84e5413cbf325b4e016eb030.wav","ebitooke"
"3280","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_3535d36ca2c149d492f4a71c2fa9d58f.wav","ebitooke"
"3281","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_43b150f6035a46a3b1f9cca015fbdbb5.wav","ebitooke"
"3282","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_43f1e119ae5246d9b19b4a8564a1c6bf.wav","ebitooke"
"3283","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_523ec5edc0464306aaa3a803678680e7.wav","ebitooke"
"3284","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_74740c37f3af4f31a594a4e775d69bf7.wav","ebitooke"
"3285","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_a2431fb827824f55afeba2c9e74a2a92.wav","ebitooke"
"3286","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_af0657adbdeb420b93bb48fd3a11e173.wav","ebitooke"
"3287","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_bbcab16148ab4232b42ba11e8a9451c0.wav","ebitooke"
"3288","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_1ccda1b9f0004c369fc3057d5f3ae9d9.wav","ebiwojjolo"
"3289","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_3f9659f13cf34e76bbb5365853fbbc4c.wav","ebiwojjolo"
"3290","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_5469dd642a1c4470843d0f9a88ab7c81.wav","ebiwojjolo"
"3291","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_9258e79e20334216a9d35875007c5701.wav","ebiwojjolo"
"3292","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_9c28befa5ebb43faa50c3021d7e5b39f.wav","ebiwojjolo"
"3293","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_9d67a76521944f639f1ec2b93076173c.wav","ebiwojjolo"
"3294","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_af87d144690941cd84491a6aef4f5d4e.wav","ebiwojjolo"
"3295","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_b9dea9ecc88c4ea781012e50790a0cbe.wav","ebiwojjolo"
"3296","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_e398505335a146b6ab046c8107d1fe8f.wav","ebiwojjolo"
"3297","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_0956d32b8b0b4046b43611a32ae8622f.wav","ebiwojjolo"
"3298","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_185c853e5b2044e387533f3e637cb100.wav","ebiwojjolo"
"3299","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_342ec044a85443b58d616b03d3f6e55f.wav","ebiwojjolo"
"3300","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_3533bf1fbd3047ba9725e9973236239e.wav","ebiwojjolo"
"3301","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_4925b1a917904bec9731d12c91a74fcc.wav","ebiwojjolo"
"3302","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_771b17fbfea343ec924603221cd4e762.wav","ebiwojjolo"
"3303","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_7f0da66722f04f5a8002ee75fb0f6f39.wav","ebiwojjolo"
"3304","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_807f8c378540495f9129f837e4fa06ab.wav","ebiwojjolo"
"3305","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_82ad94db93f647429595b2ac0bbd5861.wav","ebiwojjolo"
"3306","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_ac644f5f84f24f88bdb9253c2c7a4c84.wav","ebiwojjolo"
"3307","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_ca287a7ffee84182845329e8ccd0999d.wav","ebiwojjolo"
"3308","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_dc1214897fe34756bb1a1f5e1222878b.wav","ebiwojjolo"
"3309","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_dced95f58375443ab048e03a8713a1ec.wav","ebiwojjolo"
"3310","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_f1e7d213919a4a92a814311429eb2406.wav","ebiwojjolo"
"3311","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_034a6331876d48228800e3e45064cc85.wav","ebiwuka"
"3312","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_0c9a61a48fff4823b4793c0dfe88fbc2.wav","ebiwuka"
"3313","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_1e9e91c83df0422e99a9cd5dbb7845e6.wav","ebiwuka"
"3314","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_61aeedac45be489aa8cdb0fd97e1d532.wav","ebiwuka"
"3315","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_6d77be7d9ea54efb9249c14ec1dda510.wav","ebiwuka"
"3316","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_81d77872401b4dc9928112524e1c4671.wav","ebiwuka"
"3317","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_a88be68008664c48b3c2529ddd7519ca.wav","ebiwuka"
"3318","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_b77eda97f4d84c6eabc1d47c6e462ff4.wav","ebiwuka"
"3319","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_dcba48ad4f1843428d27062caf96b5f1.wav","ebiwuka"
"3320","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_e33711273a254a4f84d062708f21227d.wav","ebiwuka"
"3321","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_f3f27ff18b7e4f839bc4128170b247cd.wav","ebiwuka"
"3322","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_fc99b62eadd3491b888f833543d17613.wav","ebiwuka"
"3323","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_044e7ac3958c44fbbcac4bc5210efae2.wav","ebyobulimi"
"3324","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_1f686b3011c5438db576697b91def9d3.wav","ebyobulimi"
"3325","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_3ee81376b88645f4a38f89cf5b1e6731.wav","ebyobulimi"
"3326","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_7c8270e95c1841409c5bd5b380ecf2b1.wav","ebyobulimi"
"3327","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_bbce37ac564849e0b3aaac1f00875ab0.wav","ebyobulimi"
"3328","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_c5be47195183458e9996b6fd8ceff83e.wav","ebyobulimi"
"3329","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_ca829a35dd3242e58c7089e0fcbfd910.wav","ebyobulimi"
"3330","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_d1e3ee0c5e0c4981bfac62f37c0169b9.wav","ebyobulimi"
"3331","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_02b33dbd5c8d4d0c8788825a578b48d8.wav","ebyobulimi"
"3332","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_41fe91d23e8c4631b76529a471b5ade7.wav","ebyobulimi"
"3333","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_5ff42417478541a39b80e026758c70a1.wav","ebyobulimi"
"3334","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_8817589448364a0581381cd938cc0e6d.wav","ebyobulimi"
"3335","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_8cf74b2d02e346edbc1d6adaefaf347b.wav","ebyobulimi"
"3336","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_a3cf4621432c430a8de9294c8f372b14.wav","ebyobulimi"
"3337","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_a82148ac7c754b5ca0592ac48caf918a.wav","ebyobulimi"
"3338","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_b6ca1b07fe1242c7bcc0b441a9d472d3.wav","ebyobulimi"
"3339","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_e6b4a66e4e554b84b5cea29a75a96280.wav","ebyobulimi"
"3340","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_f45541852aff48d38c61d531493426d4.wav","ebyobulimi"
"3341","audio_train/aug-speed-2497942026ef4d7e97d47fc2738d7c27_babba233cb054045916a5f2699aff310.wav","eddagala"
"3342","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_0aa0d1f275ba45e9a843fc7feeaf6b30.wav","eggobe"
"3343","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_4048c51ec83a449d93f0d10847dd911d.wav","eggobe"
"3344","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_c0a207fa7c7145b39201f833f89d5e47.wav","eggobe"
"3345","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_c0f124ce7ff0421abb2ab4581f9b672a.wav","eggobe"
"3346","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_09c27a3668f54c2cb24ff30a6348bb80.wav","eggobe"
"3347","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_1a0101ddee504dd28523d480a641de05.wav","eggobe"
"3348","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_58f1ca1df6fc4020b890644dd4908e48.wav","eggobe"
"3349","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_5985ac8711fd43509d585f8f382dc78e.wav","eggobe"
"3350","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_6c5c0497217a49cda12662684ca41db8.wav","eggobe"
"3351","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_71f4abba86064444860123661174db84.wav","eggobe"
"3352","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_a6291b629a5c4199955824ba139fd58b.wav","eggobe"
"3353","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_a8ff4ce6046c45c5b607ea85d3def537.wav","eggobe"
"3354","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_df3e4c7e2b9c4a098c47cd67f3b04e0e.wav","eggobe"
"3355","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_fe1f44e6b2a54e40aa8aa4a7b846c5da.wav","eggobe"
"3356","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_176c9b08d01e414d8978c07c3291c3f0.wav","ejjobyo"
"3357","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_2640e8aa7ae94b609ab0863e79c6e4aa.wav","ejjobyo"
"3358","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_7397da7978244a369a5c63edd6c9698b.wav","ejjobyo"
"3359","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_9e8c116b8b1b4bef9600a68e3f64b8ca.wav","ejjobyo"
"3360","audio_train/aug-speed-6fbfcce2cf21419e97290f9e12934f65_abb9c02b1eae4efa9ef0de163fd1f3d2.wav","ejjobyo"
"3361","audio_train/aug-speed-d027264654b94950aeb204f64d05d8d7_012ead2b813c4261a6366bf12083560c.wav","ejjobyo"
